6121-Centrize
(x,y,z,r)
(3.24666, 19.83357, 16.16733, 25.79329)
(-22.70218, -12.22277, -0.88589, 25.79864)
(-18.22834, -17.76108, 4.24666, 25.80237)
(-19.24425, 16.88355, -3.23148, 25.80383)
(7.72049, 24.08969, -5.09254, 25.80413)
(-17.85957, 0.86939, -18.60623, 25.80527)
(1.96472, -5.38738, 25.16379, 25.80892)
(10.40721, -6.52739, -22.70047, 25.81139)
(5.42265, 5.23646, -24.68816, 25.81338)
(6.43855, 23.25126, 9.18241, 25.81458)
(-6.91080, -24.12879, -6.04209, 25.81597)
(6.43855, -10.92569, -22.48850, 25.81779)
(22.76273, 12.07185, -1.68438, 25.82070)
(2.87789, 10.99753, 23.18487, 25.82181)
(-10.36873, -6.66956, 22.69592, 25.82825)
(-24.02629, -9.38369, -1.36547, 25.82985)
(24.93872, -4.54895, 4.96650, 25.83213)
(15.58010, 15.95722, -13.03559, 25.83213)
(-20.42641, -2.11186, -15.67394, 25.83352)
(22.76273, 10.04816, -6.96287, 25.83775)
(11.58937, 8.65415, 21.41290, 25.84028)
(-1.92624, -5.52956, -25.16834, 25.84051)
(22.76273, -8.43432, 8.87259, 25.84575)
(14.29816, 8.28340, -19.87469, 25.84677)
(10.40721, -13.36278, 19.52741, 25.84944)
(25.30749, 4.16214, 3.22755, 25.84975)
(20.46501, -1.96969, 15.66947, 25.85012)
(-24.02629, -2.54830, 9.19150, 25.85035)
(-25.38889, -2.11186, -4.39191, 25.85236)
(-10.77980, 8.28340, -21.99064, 25.85357)
(-10.36873, -20.34034, 12.13895, 25.85719)
(6.43855, -1.13126, 25.01786, 25.85785)
(12.60528, -18.21973, -13.33683, 25.85967)
(6.80732, -5.96600, -24.22745, 25.86314)
(-15.62228, -19.63678, 6.28674, 25.86855)
(1.55364, -19.05816, 17.42663, 25.87112)
(7.72049, 24.08969, 5.46443, 25.88009)
(-19.24425, -10.45801, -13.78845, 25.88112)
(-4.61296, 24.08969, 8.27504, 25.88569)
(16.57393, 18.39431, 7.56514, 25.88971)
(5.42265, 23.71894, -8.85270, 25.89138)
(-4.61296, -10.08726, -23.39587, 25.89206)
(22.76273, -1.59894, -12.24135, 25.89497)
(12.97405, -9.38369, -20.35427, 25.89741)
(-1.90416, -24.12879, 9.21532, 25.89877)
(-18.22834, -10.92569, 14.80363, 25.89962)
(22.74065, -12.36495, 0.88135, 25.89992)
(-9.45556, 17.83292, -16.23240, 25.90195)
(17.77817, 7.14339, 17.44187, 25.90966)
(-10.36873, -13.50495, -19.53196, 25.91123)
(-20.40433, 8.65415, 13.43124, 25.91581)
(-10.36873, 7.00122, 22.69592, 25.91587)
(-6.91080, 12.07185, -21.87754, 25.92519)
(-21.78901, 4.16214, -13.42179, 25.92737)
(23.94489, -9.94508, 0.20111, 25.92881)
(7.72049, -22.47585, -10.37102, 25.92929)
(12.60528, -21.17877, -8.05835, 25.93011)
(19.14077, 14.41522, 9.91134, 25.93072)
(9.41338, 9.58048, -22.18737, 25.93601)
(-0.72200, -15.78264, -20.57010, 25.93727)
(21.37806, 14.54017, -2.14509, 25.94300)
(-12.06162, 22.79261, 2.84135, 25.94338)
(15.58010, 9.12183, 18.63531, 25.94653)
(17.75609, -8.43432, -16.94180, 25.95074)
(19.14077, -5.96600, -16.48109, 25.95358)
(-14.25968, -13.36278, -17.07925, 25.95387)
(-4.61296, 17.25430, 18.83201, 25.95448)
(-8.07088, 22.32493, -10.49331, 25.95479)
(-10.36873, -19.05816, -14.25347, 25.95930)
(24.93872, -4.54895, -5.59048, 25.95932)
(-0.74408, -18.68741, -18.00436, 25.96016)
(-4.61296, 25.37187, 2.99656, 25.96133)
(-16.94640, -16.92265, -10.02829, 25.96388)
(-25.41097, -5.01663, -1.82618, 25.96572)
(14.29816, 20.67200, 6.51773, 25.96632)
(-16.53533, 18.53649, -7.56961, 25.96762)
(12.60528, 12.99818, -18.61532, 25.96875)
(10.42929, -8.43432, 22.24017, 25.97177)
(21.37806, 14.41522, 3.13350, 25.97381)
(10.40721, 7.14339, -22.70047, 25.97401)
(-3.28884, 7.70478, 24.59007, 25.97791)
(-19.24425, 12.07185, 12.60398, 25.97943)
(-5.52612, 14.54017, 20.81104, 25.98180)
(-10.77980, -12.22277, 20.23724, 25.98357)
(-11.69285, -23.17942, 1.10241, 25.98507)
(-15.62228, 14.54017, -14.82720, 25.98689)
(-20.40433, -13.87571, 8.15275, 25.98729)
(-22.70218, -5.38738, -11.44286, 25.98753)
(-2.92007, -21.63743, -14.09817, 25.98968)
(-6.88872, -5.52956, -24.44327, 25.99046)
(16.59601, -11.85202, -16.11453, 25.99185)
(-9.45556, 11.12248, -21.51099, 25.99692)
(-19.24425, -15.26971, -8.50997, 25.99855)
(22.76273, -10.45801, -6.96287, 25.99988)
(-9.08679, 2.28644, 24.25653, 26.00340)
(-11.69285, 17.95787, -14.73305, 26.00520)
(-8.07088, 22.32493, 10.62063, 26.00653)
(23.92282, 6.63047, -7.79013, 26.01827)
(2.87789, 24.79326, 7.34931, 26.01923)
(15.21133, 17.83292, -11.29665, 26.01945)
(22.74065, 8.14122, -9.67562, 26.01989)
(5.44473, -19.20034, -16.69691, 26.02085)
(4.26256, -25.52280, -2.74695, 26.02169)
(-23.11325, 8.28340, -8.62306, 26.02295)
(-4.61296, 10.41891, -23.39587, 26.02306)
(-22.70218, 8.28340, 9.67108, 26.02947)
(-20.42641, -2.11186, 15.99697, 26.03077)
(21.37806, 7.70478, -12.70206, 26.03320)
(17.75609, 12.07185, 14.72911, 26.03757)
(-0.72200, -3.10969, -25.84858, 26.04497)
(14.29816, -13.50495, 17.07470, 26.04547)
(24.93872, -7.50799, -0.31199, 26.04625)
(20.05394, -10.08726, 13.21079, 26.04685)
(22.74065, -5.52956, 11.43832, 26.04896)
(20.46501, -1.96969, -16.00144, 26.05268)
(-14.25968, 20.81417, -6.52228, 26.05971)
(23.94489, -8.94725, -5.07737, 26.06129)
(21.37806, -12.92634, -7.42347, 26.06184)
(21.74683, -7.96665, 11.95152, 26.06206)
(-9.08679, -7.50799, -23.24994, 26.06721)
(-16.53533, -8.80508, -18.12658, 26.06759)
(-19.22217, -6.52739, -16.35418, 26.06833)
(-1.90416, 16.88355, 19.77229, 26.06959)
(-19.24425, -17.29340, -3.23148, 26.07384)
(-2.92007, -7.96665, -24.65514, 26.07432)
(10.40721, -19.20034, 14.24893, 26.07671)
(-4.61296, -8.80508, 24.11050, 26.07920)
(-24.02629, 4.28709, 9.19150, 26.07922)
(7.72049, -22.47585, 10.74292, 26.08027)
(-10.36873, 13.83661, -19.53196, 26.08562)
(-14.25968, 21.81200, -1.24379, 26.08925)
(-15.25351, 5.70413, 20.38335, 26.09000)
(-1.92624, -13.36278, 22.33802, 26.10099)
(-13.07752, 20.30124, -9.91527, 26.10507)
(-5.52612, -19.76173, -16.13835, 26.10575)
(10.42929, 16.88355, 16.96168, 26.10600)
(21.37806, -6.09095, 13.69047, 26.10651)
(-1.90416, 25.74262, 3.93684, 26.11144)
(9.41338, 19.37491, 14.76213, 26.11359)
(-10.36873, 20.67200, 12.13895, 26.11888)
(-13.07752, 15.48954, 16.47715, 26.12363)
(-0.72200, 3.72570, -25.84858, 26.12568)
(23.92282, -7.04032, -7.79013, 26.12572)
(-24.02629, -9.50864, 3.91302, 26.13405)
(16.57393, -8.94725, 18.12211, 26.13732)
(5.44473, 1.30583, 25.53097, 26.13772)
(23.94489, -8.94725, 5.47960, 26.14263)
(23.94489, 10.56109, 0.20111, 26.17126)
(10.40721, 13.97878, 19.52741, 26.17320)
(-20.42641, 4.72353, -15.67394, 26.17675)
(20.05394, 10.41891, 13.21079, 26.17707)
(18.77200, -17.76108, -4.18517, 26.17937)
(-15.62228, -6.09095, -20.10558, 26.17995)
(1.96472, -13.50495, -22.34257, 26.18080)
(-16.94640, 17.25430, -10.02829, 26.18125)
(-11.69285, -23.05447, -4.17608, 26.18532)
(-18.22834, -14.80204, -11.58879, 26.18536)
(-0.74408, 22.32493, 13.66654, 26.18646)
(-8.09296, -23.61586, 7.90787, 26.18663)
(11.61145, -2.11186, -23.38070, 26.19051)
(12.60528, 22.79261, -2.77987, 26.19396)
(1.55364, 8.28340, -24.80125, 26.19409)
(-25.38889, 4.72353, -4.39191, 26.19535)
(10.42929, -22.10510, -9.43074, 26.19818)
(1.55364, -25.89355, -3.68731, 26.20088)
(-11.69285, -16.21908, 16.93786, 26.20444)
(-25.38889, -2.11186, 6.16506, 26.21190)
(0.64060, 24.66831, 8.84877, 26.21519)
(17.77817, -19.20034, 1.60642, 26.21635)
(1.55364, 21.95418, -14.24428, 26.21639)
(-23.11325, -12.22277, 1.93391, 26.21752)
(14.29816, 13.83661, 17.07470, 26.21897)
(-18.22834, -17.76108, -6.31031, 26.22114)
(16.59601, 20.30124, -0.27908, 26.22301)
(2.87789, -9.38369, -24.32160, 26.22739)
(14.29816, 21.95418, 1.23925, 26.22898)
(-19.22217, 7.14339, -16.35418, 26.22935)
(20.46501, 4.86570, 15.66947, 26.23021)
(-8.09296, -16.78047, 18.46484, 26.23034)
(0.64060, -23.17942, -12.26517, 26.23224)
(-13.07752, 6.63047, 21.75564, 26.23533)
(17.77817, 14.97661, 12.16338, 26.23567)
(10.42929, 23.71894, -4.15226, 26.24118)
(2.87789, 24.66831, -8.48604, 26.24539)
(2.87789, 17.83292, -19.04301, 26.24750)
(21.74683, 2.74509, -14.44101, 26.24886)
(10.40721, 20.81417, -12.14350, 26.24889)
(18.77200, -10.92569, -14.74214, 26.25051)
(20.46501, -15.64047, 5.11250, 26.25983)
(-14.23761, 10.04816, -19.64498, 26.26024)
(17.75609, 16.88355, 9.45063, 26.26114)
(5.42265, -24.12879, -8.85270, 26.26735)
(-5.89489, 5.70413, -24.95638, 26.26990)
(6.80732, 21.37556, -13.67048, 26.27045)
(3.24666, -0.67260, -26.06055, 26.27062)
(17.75609, 18.90724, 4.17215, 26.27107)
(23.94489, -3.10969, -10.35586, 26.27303)
(-14.25968, 13.97878, -17.07925, 26.27633)
(1.96472, -25.89355, 4.04986, 26.28188)
(-13.07752, 22.32493, -4.63679, 26.28543)
(5.44473, -13.36278, -21.97540, 26.28930)
(26.22054, 1.44801, 1.24844, 26.29015)
(5.42265, 16.88355, -19.40967, 26.29058)
(-2.92007, -24.59647, -8.81979, 26.29262)
(13.88709, 21.95418, 4.05905, 26.29284)
(-5.89489, 16.41587, -19.67789, 26.29544)
(-15.62228, -12.80139, 16.84371, 26.29908)
(-9.08679, -4.54895, 24.25653, 26.29909)
(21.37806, -12.80139, 8.41188, 26.29936)
(13.88709, 0.16583, -22.33337, 26.29940)
(-16.94640, 11.70109, 16.36414, 26.30363)
(-10.77980, 21.95418, 9.68027, 26.30395)
(-9.08679, -21.17877, -12.69297, 26.31010)
(-23.11325, 1.44801, 12.49088, 26.31238)
(-20.42641, -15.78264, -5.11697, 26.31565)
(-17.85957, -6.09095, 18.34317, 26.31607)
(6.80732, 7.70478, -24.22745, 26.31867)
(-2.92007, 19.37491, 17.57274, 26.31949)
(-1.92624, 21.81200, -14.61137, 26.32425)
(20.46501, -15.64047, -5.44447, 26.32647)
(-4.61296, 18.53649, -18.11738, 26.32718)
(8.13157, -23.75804, -7.91234, 26.32816)
(-13.05545, -22.61803, 3.35446, 26.33007)
(4.26256, 22.32493, -13.30392, 26.33565)
(8.13157, -16.92265, -18.46931, 26.33655)
(-1.90416, -17.29340, 19.77229, 26.33688)
(13.88709, -20.34034, 9.33753, 26.33952)
(-13.07752, -7.04032, 21.75564, 26.34190)
(-21.42024, 2.28644, -15.16074, 26.34202)
(21.74683, -14.80204, 1.39455, 26.34330)
(23.94489, 3.72570, -10.35586, 26.35304)
(1.96472, 13.83661, -22.34257, 26.35341)
(5.42265, 18.90724, 17.53972, 26.35395)
(-19.22217, 14.97661, 10.03824, 26.35445)
(9.41338, -24.59647, -1.07343, 26.35811)
(0.64060, 17.83292, 19.40574, 26.36296)
(-6.91080, -15.26971, 20.35033, 26.36398)
(22.76273, 5.23646, -12.24135, 26.37069)
(-20.42641, 4.72353, 15.99697, 26.37144)
(0.27183, -0.67260, -26.36168, 26.37166)
(10.42929, -17.29340, 16.96168, 26.37291)
(20.05394, -16.92265, 2.65382, 26.37384)
(-20.42641, -15.78264, 5.44000, 26.38036)
(-25.41097, -0.20493, -7.10466, 26.38627)
(15.58010, 19.83357, -7.75722, 26.38720)
(-16.94640, -16.92265, 11.08565, 26.39031)
(-15.62228, 21.25061, 1.00836, 26.39434)
(3.24666, 15.95722, -20.78196, 26.40196)
(17.77817, -13.36278, -14.22904, 26.40251)
(19.14077, 7.70478, -16.48109, 26.40755)
(0.64060, -9.38369, 24.68422, 26.41543)
(-14.23761, -10.45801, -19.64498, 26.41978)
(-1.92624, -26.03573, -4.05440, 26.41983)
(-1.92624, 13.97878, 22.33802, 26.42166)
(21.74683, -4.09030, -14.44101, 26.42343)
(-13.07752, -20.71110, -9.91527, 26.42506)
(17.77817, 1.30583, -19.50752, 26.42559)
(0.27183, -21.17877, -15.80471, 26.42732)
(20.46501, 4.86570, -16.00144, 26.42986)
(0.27183, -0.67260, 26.42317, 26.43312)
(23.94489, -3.10969, 10.75808, 26.43415)
(-20.42641, -16.78047, 0.16151, 26.43574)
(15.58010, -21.17877, 2.79975, 26.44085)
(1.96472, 21.95418, 14.60682, 26.44249)
(0.27183, 15.95722, -21.08319, 26.44254)
(-24.39506, -0.67260, -10.18349, 26.44381)
(-2.92007, -17.76108, -19.37675, 26.44695)
(3.24666, -21.17877, -15.50358, 26.44697)
(19.14077, 14.41522, -11.20260, 26.45120)
(6.43855, 5.70413, 25.01786, 26.45535)
(-12.06162, -14.34338, 18.67681, 26.45824)
(9.41338, -10.92569, -22.18737, 26.46246)
(-2.92007, 23.25126, 12.29415, 26.46307)
(1.55364, -13.50495, 22.70511, 26.46356)
(0.27183, -21.17877, 15.86620, 26.46414)
(12.97405, -23.05447, 0.75967, 26.46529)
(-19.24425, 3.21277, 17.88246, 26.46593)
(6.43855, 16.41587, 19.73938, 26.46845)
(-12.06162, -0.67260, -23.55107, 26.46862)
(-5.52612, 14.54017, -21.41684, 26.46952)
(-4.20188, -15.64047, -20.93719, 26.46972)
(-17.85957, -5.96600, -18.60623, 26.47166)
(-17.85957, 14.54017, 13.06468, 26.47767)
(25.30749, -2.67325, -7.32942, 26.48275)
(-15.25351, -21.63743, -0.73059, 26.48361)
(-16.53533, -15.64047, 13.54433, 26.48566)
(-25.41097, 6.63047, 3.45231, 26.48771)
(11.61145, -23.61586, 3.01172, 26.48783)
(0.27183, 15.95722, 21.14468, 26.49159)
(21.37806, 7.57983, 13.69047, 26.49347)
(-1.90416, -8.43432, 25.05078, 26.50104)
(-13.05545, 18.39431, 13.91142, 26.50138)
(-1.90416, -22.10510, 14.49381, 26.50155)
(-24.39506, 9.12183, -4.90501, 26.50257)
(9.04461, -19.76173, -15.16983, 26.50386)
(-24.02629, 11.12248, -1.36547, 26.51107)
(23.94489, 3.72570, 10.75808, 26.51368)
(-3.28884, -12.92634, -22.91619, 26.51525)
(-19.24425, -3.62262, 17.88246, 26.51880)
(7.72049, 25.37187, 0.18595, 26.52117)
(-1.92624, 8.14122, -25.16834, 26.52235)
(17.75609, -17.29340, 9.45063, 26.52649)
(26.22054, 0.16583, -4.03005, 26.52896)
(11.61145, 4.72353, -23.38070, 26.52913)
(-9.45556, 24.79326, -0.39705, 26.53810)
(-17.85957, 14.41522, -13.32774, 26.54038)
(16.59601, -20.71110, -0.27908, 26.54157)
(-13.07752, 22.32493, 5.92019, 26.54191)
(-15.25351, 19.37491, 9.82638, 26.54458)
(4.26256, -18.68741, 18.36699, 26.54684)
(5.42265, 25.74262, -3.57422, 26.54925)
(-14.25968, 1.30583, -22.35773, 26.55018)
(-25.38889, 4.72353, 6.16506, 26.55025)
(8.13157, 17.25430, -18.46931, 26.55087)
(2.87789, -23.17942, 12.62790, 26.55243)
(5.42265, -17.29340, -19.40967, 26.55564)
(20.46501, -16.92265, -0.16598, 26.55598)
(4.24049, -15.78264, 20.93272, 26.55659)
(1.96472, 8.28340, 25.16379, 26.56485)
(-15.62228, 7.57983, -20.10558, 26.56584)
(-14.23761, -22.10510, -3.80952, 26.56798)
(14.29816, 1.44801, 22.35318, 26.57440)
(12.97405, 11.12248, -20.35427, 26.57690)
(14.29816, -19.05816, 11.79622, 26.58574)
(20.05394, 17.25430, 2.65382, 26.58786)
(-25.41097, -7.04032, 3.45231, 26.59327)
(18.77200, -14.80204, 11.65028, 26.59356)
(16.57393, -15.78264, -13.54880, 26.59619)
(13.88709, 20.67200, 9.33753, 26.59647)
(-0.74408, -25.52280, -7.44740, 26.59757)
(-3.28884, -19.63678, -17.63781, 26.59909)
(8.13157, -8.80508, -23.74780, 26.60093)
(-12.06162, 19.83357, -12.99410, 26.60262)
(-16.94640, 17.25430, 11.08565, 26.60419)
(-1.90416, 23.71894, -11.89862, 26.60434)
(5.44473, 13.97878, -21.97540, 26.60770)
(-2.92007, 26.21030, -3.54120, 26.60915)
(11.58937, -11.85202, -20.81498, 26.60915)
(10.42929, -24.12879, -4.15226, 26.61221)
(-5.89489, 19.37491, 17.27150, 26.61657)
(18.77200, -17.76108, 6.37180, 26.61661)
(-18.22834, 9.58048, -16.86728, 26.61885)
(-13.07752, 20.30124, 11.19867, 26.61902)
(-18.22834, 19.37491, -1.03183, 26.62188)
(-11.69285, -23.05447, 6.38089, 26.62606)
(-8.09296, 25.22970, 2.62939, 26.62606)
(8.13157, 24.08969, -7.91234, 26.62782)
(-19.24425, 16.88355, 7.32549, 26.62815)
(-8.09296, 17.39648, 18.46484, 26.62863)
(-8.09296, -8.94725, 23.74333, 26.63259)
(-21.42024, -4.54895, -15.16074, 26.63395)
(1.55364, 13.83661, 22.70511, 26.63433)
(16.59601, -0.20493, 20.83486, 26.63759)
(-26.57105, -1.59894, -0.99891, 26.63785)
(20.05394, -15.64047, 7.93231, 26.64031)
(5.42265, -8.43432, -24.68816, 26.64672)
(-1.90416, 25.74262, -6.62013, 26.64835)
(-4.61296, -22.47585, 13.55353, 26.64848)
(-5.89489, -21.63743, -14.39940, 26.65091)
(-24.39506, 9.12183, 5.65196, 26.65092)
(12.97405, -16.34403, 16.59513, 26.66180)
(-17.85957, -19.63678, 2.50771, 26.66188)
(-13.05545, -3.10969, -23.03797, 26.66201)
(-6.91080, 25.74262, -0.76361, 26.66505)
(-15.25351, -1.13126, -21.84452, 26.66707)
(12.60528, -14.34338, -18.61532, 26.66750)
(-6.88872, 8.14122, -24.44327, 26.66848)
(-14.25968, -19.20034, -11.80076, 26.66926)
(-26.59313, 1.30583, 1.56682, 26.67123)
(9.04461, 14.54017, -20.44842, 26.67132)
(25.30749, 4.16214, -7.32942, 26.67420)
(-15.25351, -7.96665, 20.38335, 26.67617)
(-5.52612, 0.74444, 26.08953, 26.67875)
(-24.02629, -9.50864, -6.64395, 26.67994)
(23.92282, 8.65415, 8.04532, 26.68188)
(5.44473, -5.52956, 25.53097, 26.68429)
(13.88709, 15.11879, -17.05489, 26.68892)
(10.42929, 23.71894, 6.40471, 26.69042)
(20.05394, 11.70109, -13.18163, 26.69890)
(-17.85957, 7.57983, 18.34317, 26.70000)
(6.43855, 19.37491, -17.21001, 26.70256)
(-24.02629, 10.99753, 3.91302, 26.71180)
(17.75609, 18.90724, -6.38483, 26.71195)
(12.97405, 17.83292, -15.07578, 26.71363)
(26.63161, 1.44801, -1.57136, 26.71720)
(17.77817, 13.97878, -14.22904, 26.71957)
(21.74683, 12.53952, -9.16242, 26.72291)
(22.74065, 8.14122, 11.43832, 26.72549)
(4.24049, -3.10969, 26.21120, 26.73348)
(-6.91080, 3.21277, 25.62882, 26.73794)
(-22.70218, 8.28340, -11.44286, 26.73841)
(22.74065, -13.36278, -4.39714, 26.74016)
(-24.39506, -0.67260, 10.93045, 26.74035)
(-13.05545, 3.72570, -23.03797, 26.74086)
(11.61145, -22.61803, 8.29021, 26.74189)
(-8.09296, 24.23187, 7.90787, 26.74348)
(-20.40433, 15.48954, -7.68270, 26.74484)
(-4.20188, -3.25187, -26.21567, 26.74868)
(-4.20188, -15.64047, 21.29069, 26.75021)
(-6.88872, 21.81200, -13.88630, 26.75906)
(15.21133, -2.67325, -21.85362, 26.76026)
(-19.22217, 14.97661, -11.07569, 26.76680)
(20.46501, 17.25430, -0.16598, 26.76855)
(-8.07088, -25.52280, 0.06366, 26.76857)
(1.96472, -25.89355, -6.50711, 26.77085)
(8.13157, 25.37187, -2.63386, 26.77296)
(12.60528, -0.67260, 23.61256, 26.77496)
(13.88709, 21.95418, -6.49792, 26.77798)
(-22.70218, -13.50495, 4.39259, 26.77811)
(-17.85957, -19.76173, -2.77077, 26.77998)
(-6.91080, -3.62262, 25.62882, 26.79027)
(5.42265, -22.10510, -14.13118, 26.79050)
(-4.20188, 3.58352, -26.21567, 26.79102)
(26.22054, -5.38738, 1.24844, 26.79737)
(-0.72200, -15.78264, 21.65778, 26.80807)
(6.43855, -21.63743, 14.46089, 26.80952)
(4.24049, 3.72570, 26.21120, 26.81212)
(23.92282, -11.85202, -2.51165, 26.81567)
(9.41338, 23.25126, 9.48354, 26.81735)
(-5.89489, 23.25126, 11.99302, 26.81797)
(-15.62228, 21.37556, -4.27023, 26.81800)
(-23.11325, -5.38738, 12.49088, 26.81918)
(25.30749, -2.54830, 8.50603, 26.82006)
(15.58010, -11.38434, 18.63531, 26.82569)
(-20.42641, 17.39648, 0.16151, 26.83098)
(21.37806, 14.41522, -7.42347, 26.83147)
(9.04461, -12.80139, 21.77946, 26.83329)
(1.55364, -25.89355, 6.86966, 26.83434)
(-9.08679, -25.05512, 3.14259, 26.83663)
(3.24666, -21.17877, 16.16733, 26.84146)
(4.24049, -15.78264, -21.29516, 26.84320)
(-11.69285, -9.50864, 22.21635, 26.84591)
(-5.89489, -7.96665, -24.95638, 26.85215)
(-26.59313, 0.30800, -3.71167, 26.85267)
(16.57393, -16.78047, 12.84362, 26.85588)
(-3.28884, -26.59712, -1.80225, 26.86022)
(-16.94640, -3.25187, -20.58526, 26.86090)
(-9.45556, 24.66831, 4.88154, 26.86564)
(-4.61296, 25.37187, -7.56041, 26.87324)
(15.21133, -16.21908, 15.09567, 26.87606)
(12.60528, 19.83357, 13.05559, 26.88330)
(-5.89489, -24.59647, -9.12092, 26.88731)
(26.63161, 0.16583, 3.70712, 26.88890)
(-14.23761, 3.21277, 22.58290, 26.88901)
(-19.24425, -17.29340, 7.32549, 26.88988)
(-5.52612, 21.25061, 15.53256, 26.89585)
(2.87789, 11.12248, -24.32160, 26.89855)
(-3.28884, -26.47217, 3.47613, 26.90122)
(-16.94640, 3.58352, -20.58526, 26.90306)
(-1.92624, -26.03573, 6.50257, 26.90451)
(-25.41097, 8.65415, -1.82618, 26.90626)
(-0.74408, 13.46586, -23.28285, 26.90676)
(-9.45556, -23.05447, 10.15992, 26.90985)
(6.43855, 23.25126, -11.93153, 26.91538)
(-12.06162, 22.79261, -7.71562, 26.91684)
(-17.85957, 7.70478, -18.60623, 26.91690)
(-12.06162, 2.28644, 23.95529, 26.91777)
(-16.53533, -16.92265, -12.84809, 26.92335)
(3.24666, 15.95722, 21.44592, 26.92770)
(-10.36873, 1.44801, -24.81044, 26.92890)
(3.24666, -0.67260, 26.72430, 26.92919)
(-25.41097, 1.81876, 8.73080, 26.93050)
(10.40721, 1.30583, 24.80590, 26.93228)
(-13.07752, -20.71110, 11.19867, 26.93290)
(-21.42024, 12.99818, -9.88236, 26.93400)
(-15.62228, -19.76173, -9.54861, 26.93989)
(-14.23761, -3.62262, 22.58290, 26.94105)
(-24.02629, -2.54830, -11.92244, 26.94255)
(17.75609, 3.21277, 20.00760, 26.94262)
(-8.07088, 20.30124, -15.77180, 26.94493)
(12.97405, -23.17942, -4.51881, 26.94497)
(-22.70218, 13.83661, 4.39259, 26.94690)
(15.21133, 4.16214, -21.85362, 26.94974)
(11.61145, -3.10969, 24.12566, 26.95447)
(5.44473, -26.03573, 4.41703, 26.96320)
(17.77817, -5.52956, -19.50752, 26.96633)
(24.93872, -0.67260, 10.24498, 26.96946)
(-1.90416, -24.12879, -11.89862, 26.97038)
(-23.11325, 0.16583, -13.90154, 26.97226)
(3.24666, 6.16279, -26.06055, 26.97541)
(-23.11325, -13.50495, -3.34458, 26.97762)
(-0.74408, -11.85202, 24.22351, 26.97782)
(4.26256, -11.85202, -23.86089, 26.98114)
(16.57393, -9.94508, -18.82729, 26.98271)
(17.75609, -3.62262, 20.00760, 26.99456)
(22.76273, 3.21277, 14.15107, 26.99475)
(-10.77980, 21.95418, -11.43367, 26.99850)
(18.77200, 19.37491, 1.09332, 26.99946)
(-8.09296, -9.94508, -23.76303, 27.00153)
(2.87789, -23.05447, -13.76463, 27.00474)
(-16.53533, -10.08726, 18.82282, 27.00867)
(5.44473, 21.81200, 14.97399, 27.01165)
(24.93872, 9.12183, 4.96650, 27.01506)
(-8.07088, 20.30124, 15.89911, 27.01965)
(-9.45556, 24.66831, -5.67543, 27.02117)
(26.22054, 0.16583, 6.52693, 27.02119)
(-15.25351, 16.41587, 15.10476, 27.02415)
(4.26256, -25.52280, 7.81002, 27.02923)
(11.61145, 3.72570, 24.12566, 27.03246)
(18.77200, 9.58048, 16.92877, 27.03251)
(6.43855, -24.59647, 9.18241, 27.03253)
(6.43855, -7.96665, 25.01786, 27.03361)
(9.41338, -1.13126, 25.31911, 27.03606)
(-21.78901, -9.38369, 12.97053, 27.03792)
(11.61145, 24.23187, 3.01172, 27.03848)
(25.30749, 4.28709, 8.50603, 27.04073)
(-5.52612, -26.47217, -0.30290, 27.04451)
(0.64060, -23.05447, 14.12725, 27.04622)
(22.76273, -3.62262, 14.15107, 27.04659)
(-13.05545, -23.61586, -1.92403, 27.05283)
(22.74065, 13.97878, -4.39714, 27.05325)
(10.42929, -24.12879, 6.40471, 27.05529)
(-19.24425, 18.90724, 2.04701, 27.05577)
(8.13157, -10.08726, 23.75857, 27.06187)
(-6.88872, -19.20034, 17.78460, 27.06288)
(25.30749, -9.38369, -2.05094, 27.06897)
(23.94489, 11.55892, -5.07737, 27.06929)
(0.27183, 6.16279, -26.36168, 27.07382)
(14.29816, -5.38738, 22.35318, 27.07630)
(16.59601, -0.20493, -21.39301, 27.07639)
(11.58937, -11.85202, 21.41290, 27.07944)
(0.64060, 11.12248, 24.68422, 27.08192)
(22.74065, -13.36278, 6.15983, 27.08588)
(-14.25968, -5.52956, -22.35773, 27.08842)
(4.24049, -3.10969, -26.57365, 27.08894)
(-13.05545, -22.61803, -7.20252, 27.09052)
(10.42929, -22.10510, 11.68320, 27.09064)
(-12.06162, 15.95722, -18.27258, 27.09249)
(-15.62228, 0.74444, 22.12230, 27.09255)
(-4.20188, -3.25187, 26.56918, 27.09523)
(-26.57105, 5.23646, -0.99891, 27.10054)
(-21.42024, 15.95722, -4.60377, 27.10450)
(-26.57105, 3.21277, 4.27957, 27.10456)
(12.97405, -9.38369, 21.87361, 27.10783)
(-13.05545, -15.78264, -17.75948, 27.10970)
(12.60528, 2.28644, -23.89381, 27.11152)
(-0.74408, -13.87571, -23.28285, 27.11420)
(-14.23761, -15.26971, 17.30442, 27.11672)
(-15.25351, 19.37491, -11.28756, 27.11947)
(-0.72200, -3.10969, 26.93627, 27.12479)
(-22.70218, -13.50495, -6.16438, 27.12512)
(-1.92624, -27.03356, 1.22408, 27.12973)
(13.88709, -6.66956, -22.33337, 27.13142)
(-18.22834, -10.92569, -16.86728, 27.13205)
(-16.53533, 17.25430, -12.84809, 27.13303)
(0.27183, 6.16279, 26.42317, 27.13370)
(-16.53533, 10.41891, 18.82282, 27.13428)
(17.75609, 16.88355, -11.66331, 27.13606)
